,Type of territory,Borough / Linked city,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?,label
633,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
758,2,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,3,4,3,5,1,3
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,1,4,1,1,1
506,1,25,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,3,4,3,5,1,1
1631,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,1,1,4,1,1,1
1637,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,4,2,1,4,1,2,2
1818,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,1,0,2,0,1,1
502,1,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,4,3,5,1,1
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
781,1,4,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,4,3,5,1,0
1688,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,3,1,1
416,1,11,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,4,3,5,1,1
106,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,4,3,5,0,2
226,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,4,4,4,3,5,1,1
486,2,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
366,1,26,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,2,1,4,3,5,1,0
408,1,11,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,2,4,2,0,0,4,3,5,1,2
1511,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
851,1,9,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,3,4,3,5,1,1
1123,1,18,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1649,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,1,0,2,3,1,1
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,1,4,1,1,1
1708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,4,3,4,0,1,4,1,1,1
1681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,2,1
1836,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,1,4,1,1,1
1163,1,11,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,1,0,2,0,1,1
652,1,4,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3,3,1,2,4,4,3,5,1,2
897,1,9,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,2,1
210,1,26,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,2,4,0,3,0,4,3,5,1,1
667,1,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
1488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,3,1,1
1227,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,2,4,3,1,2
1138,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,3,4,6,2,1
976,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
33,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,3,5,0,2
18,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
307,2,27,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2,4,0,3,1,4,3,5,1,0
805,1,25,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,2,3,3,4,3,5,1,2
157,1,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
67,1,21,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,2,0,3,3,4,3,5,1,2
878,1,23,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
930,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,2,1,4,1,2,2
1783,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
353,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,2,4,3,5,0,2
194,1,26,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,3,2,4,3,5,1,1
1821,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,0,2,0,1,1
271,1,11,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,5,2,3,3,4,3,5,1,0
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
12,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,3,4,3,5,1,0
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,4,0,1,4,1,1,1
384,1,21,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,3,3,3,4,4,4,3,5,2,1
292,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,3,1,4,3,5,1,1
1204,1,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,3,5,6,2,1
1401,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
466,1,26,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,2,4,3,5,1,0
172,1,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,1,2,0,4,3,5,2,2
1656,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,1,1,4,3,1,1
560,1,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0,3,0,4,3,5,1,1
1121,1,13,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
478,1,4,1,1,1,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1851,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,3,4,3,2,4,1,1,1
862,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,3,4,3,5,1,1
574,1,18,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,1,1
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,0,2,1,1,1
635,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,4,3,5,2,1
75,1,11,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,3,4,3,5,1,1
492,1,22,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,3,4,3,5,1,1
1549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,2,5,0,1,2
422,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,4,3,5,1,1
206,1,21,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,3,3,4,3,5,1,1
943,1,15,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
532,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,3,1,4,3,5,2,2
1322,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,4,3,3,5,3,1,2
942,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1820,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
573,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,3,5,1,1
1620,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,2
199,1,26,0,0,0,0,1,0,1,1,1,0,1,1,2,0,0,0,0,0,2,1,2,3,4,3,5,1,0
1535,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,2
1292,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,4,0,3,5,3,1,2
143,1,11,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,4,0,3,3,4,3,5,1,1
724,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,2,4,3,5,1,0
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,3,4,0,1,4,1,1,1
688,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,1,2,1,4,3,5,1,2
1165,1,2,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,3,4,3,3,5,1,1,1
882,1,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
102,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,4,3,5,1,0
993,1,21,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,3,2,1,3,4,3,5,1,1
65,1,21,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2,4,0,3,3,4,3,5,1,2
49,1,17,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
752,1,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1148,1,11,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,3,3,4,3,3,1,3,1,1
1655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
453,1,26,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,3,0,3,0,4,3,5,1,1
133,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,0,3,2,4,3,5,1,2
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,4,2,1,4,1,0,1
140,1,12,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,4,2,3,1,4,3,5,1,2
1202,1,21,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,0,0,2,6,1,1
1009,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1044,1,21,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,2,3,4,3,4,3,5,1,1
280,1,21,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,2,4,0,3,1,4,3,5,1,0
150,1,11,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,2,0,3,0,4,3,5,1,2
455,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,4,4,3,5,1,0
564,1,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0,3,0,4,3,5,1,3
1062,2,7,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1181,1,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1342,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,0,2,0,2,1
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,2,1,4,1,2,2
272,1,12,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,1,4,3,5,1,1
533,1,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,4,3,4,1,1,4,1,1,1
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,1,4,1,1,1
362,2,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,3,5,1,0
668,1,25,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,1,1
236,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,2
1731,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1666,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,5,4,6,1,3
804,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,3,1,4,3,5,1,1
1113,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,4,0,1,4,3,1,1
771,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
576,1,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,3,2,4,3,5,1,1
809,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,1,4,3,5,1,1
1008,1,21,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
391,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,3,3,4,3,5,1,1
129,1,21,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1835,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,3,4,3,1,4,1,1,2
1289,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,3,1,3,2,2
262,1,26,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,2
1046,1,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,2,0
918,2,6,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
451,1,11,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,2,2,4,3,5,1,1
1146,1,25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,3,0,3,1,1
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
672,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,1,2,2,4,3,5,1,1
127,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
1093,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,4,3,0,2,3,1,1
613,1,13,1,1,1,1,0,1,1,0,1,0,1,1,2,0,0,0,0,3,3,0,3,0,4,3,5,1,2
284,1,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,2,4,3,5,1,1
791,1,9,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
246,2,27,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,2,0,3,3,4,3,5,1,2
234,1,24,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,0
503,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,4,4,3,5,1,3
738,1,25,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
87,1,21,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,4,3,5,1,1
1019,1,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,2
640,1,4,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
66,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,1
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
874,1,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
1484,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,2,4,6,1,1
902,1,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,3,4,3,5,1,1
1707,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1074,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
585,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,2,1
1624,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,1,0,2,3,1,1
700,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,2,4,3,5,1,0
1684,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,4,3,4,3,1,4,1,1,1
1446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,1,4,1,1,1
1872,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
848,1,23,1,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,3,3,0,3,0,4,3,5,1,1
1756,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,1,4,3,1,1
1068,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
911,1,9,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,1
847,1,9,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
588,1,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,4,3,5,1,1
394,1,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,0,4,3,5,1,1
510,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,2,3,3,4,3,5,1,1
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
627,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,2,4,3,5,1,1
586,1,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
991,1,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1089,1,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,3,3,3,4,3,3,1,3,1,2
1826,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
350,1,26,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,0,4,3,5,1,1
939,1,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,4,3,5,1,1
46,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,4,3,1,4,1,1,3
1252,1,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,4,3,4,1,2,5,6,2,1
581,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,2
1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,0,2,0,1,1
780,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
203,1,26,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,3,4,3,5,1,0
388,1,11,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
153,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,1,2,3,4,3,5,1,1
1114,1,22,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,4,3,0,2,3,1,1
656,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,2,1,2,4,4,3,5,1,1
609,2,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6,2,3,3,4,3,5,1,1
624,2,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,4,3,5,0,2
592,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
392,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,3,4,3,5,1,1
1103,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,0,2,0,1,1
1339,1,11,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,4,0,0,2,3,2,2
649,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,4,1,4,3,5,2,1
105,1,11,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,1
437,1,26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
1271,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,3,0,3,1,2
594,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,2,2,4,3,5,1,1
1445,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,0,2,0,1,1
1408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1162,1,21,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,2,3,4,3,0,2,3,1,2
1251,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
126,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,3,2,4,3,5,1,2
279,1,11,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1027,1,15,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,1,1
328,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,0,4,3,5,1,1
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,3,1,4,3,1,1
769,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,3,3,4,3,5,1,1
762,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,2,1,4,3,5,1,1
475,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
775,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,1
655,2,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
1478,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,2,3,3,4,3,1,4,3,1,2
1216,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,1,3,5,6,2,1
584,1,23,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1764,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,1,1,4,0,1,1
558,1,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
858,2,19,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,4,3,4,3,5,1,1
742,2,5,1,0,1,0,0,1,1,0,1,0,0,1,2,0,0,0,0,3,3,2,0,3,4,3,5,1,1
