,Answer ID,Date,Phase,Type of territory,Borough / Linked city,Trade status,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?
87,88,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Non,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
88,89,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
89,90,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
90,91,2020-05-14,1,Arrondissement,Outremont,Partiellement ouvert,,,,,,,,,,,Oui,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
91,92,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Oui,Je l'utilise déjà,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
92,93,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
93,94,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Fermé,Oui,,,,,,Oui,,Oui,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
94,95,2020-05-14,1,Arrondissement,Outremont,Ouvert,,,,,,,,Oui,,,,Oui,Sans réponse,,,,,Non,Pas de vente en ligne,Non,Non,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
95,96,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
96,97,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Oui,"Système maison, disponible avant la crise",Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
97,98,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Fermé,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non,Oui,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
98,99,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Statut inconnu,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,"Oui, à l'aide d'un système maison, mais seulement depuis la crise",Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
99,100,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,"Oui, à l'aide d'un système maison, mais seulement depuis la crise",Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
100,101,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
101,102,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
102,103,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Fermé,Oui,,,,,,,,,,,Oui,Oui,,,,,Non,Pas de vente en ligne,Non,Non,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
103,104,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,Oui,,,,,,,,,,Non,Oui,Oui,,,,Oui,Site transactionnel,Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
104,105,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Fermé,,,,,,,Oui,Oui,Oui,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Non,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
105,106,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,Oui,,,,Oui,,,Oui,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
106,107,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Non
107,108,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
108,109,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Partiellement ouvert,Oui,,,,,,,,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
109,110,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
110,111,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
111,112,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
112,113,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Fermé,,,,,,,Oui,,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
113,114,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
114,115,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Fermé,Oui,,,,,Oui,,,,,,Sans réponse,Sans réponse,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
115,116,2020-05-14,1,Arrondissement,Outremont,Partiellement ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
116,117,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,,,,,Oui,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
117,118,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Fermé,,,,,Oui,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Je l'utilise déjà,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
118,119,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Fermé,Oui,,,,,Oui,,Oui,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
119,120,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non,Oui,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
120,121,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Oui,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
121,122,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
122,123,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Sans réponse
123,124,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Je l'utilise déjà,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
124,125,2020-05-14,1,Arrondissement,Outremont,Ouvert,Oui,,,,,,Oui,Oui,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
125,126,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,Oui,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
126,127,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,"Système maison, disponible avant la crise",Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
127,128,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,Oui,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
128,129,2020-05-14,1,Arrondissement,Outremont,Ouvert,Oui,Oui,,,,,Oui,,,,Oui,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
129,130,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Ouvert,,,,Oui,Oui,,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
130,131,2020-05-14,1,Arrondissement,Outremont,Ouvert,Oui,Oui,,,,,Oui,Oui,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
131,132,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,"Oui, à l'aide d'un système maison, mais seulement depuis la crise",Oui,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
132,133,2020-05-14,1,Arrondissement,Rosemont-La Petite-Patrie,Partiellement ouvert,Oui,,,,,,Oui,Oui,Oui,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
133,134,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,Oui,Oui,,Oui,Site transactionnel,Non,Oui,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
134,135,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Statut inconnu,Oui,,,Oui,,,Oui,Oui,,,Oui,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
135,136,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,,,,,Oui,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
136,137,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Non
137,138,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,"Via un tiers (ex. : Amazon, Wayfair, Uber Eats, etc.)",Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
138,139,2020-05-14,1,Arrondissement,Ahuntsic-Cartierville,Ouvert,,,,,Oui,,,,Oui,,,Non,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
139,140,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,,,,,,,Oui,,Oui,,,Non,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
140,141,2020-05-14,1,Arrondissement,Le Sud-Ouest,Partiellement ouvert,,Oui,,,,Oui,Oui,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Oui,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
141,142,2020-05-14,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,Oui,Oui,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
142,143,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,Oui,,Oui,,Oui,,,,,Oui,Oui,Oui,Oui,,,,Non applicable,Non applicable,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
143,144,2020-05-14,1,Arrondissement,Le Plateau-Mont-Royal,Ouvert,,Oui,,,,Oui,,,,,,Non,Sans réponse,,,,,Oui,Site transactionnel,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
144,145,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
145,146,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,Oui,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non,Oui,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
146,147,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,Oui,,Oui,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
147,148,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
148,149,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,,,,,,,Oui,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Oui,Je l'utilise déjà,"Non, je n'ai pas d'intérêt à faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
149,150,2020-05-15,1,Arrondissement,Côte-des-Neiges-Notre-Dame-de-Grâce,Partiellement ouvert,,,,,,,,,,,,Non,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Non,Oui,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
150,151,2020-05-15,1,Arrondissement,Le Plateau-Mont-Royal,Partiellement ouvert,Oui,Oui,,,Oui,Oui,Oui,,Oui,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non,Oui,Je ne sais pas,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
151,152,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Fermé,Oui,,,,Oui,,Oui,,,,Oui,Oui,Non,,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
152,153,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
153,154,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Non applicable,Non applicable,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
154,155,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Partiellement ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Non applicable,Non applicable,Non applicable,Non applicable,Sans réponse,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
155,156,2020-05-15,1,Arrondissement,Villeray-Saint-Michel-Parc-Extension,Ouvert,Oui,,,,,,Oui,,,,,Sans réponse,Oui,Oui,,,,Oui,"Via un tiers (ex. : Amazon, Wayfair, Uber Eats, etc.)",Oui,Non,Oui,Question non posée lors de l'appel,Question non posée lors de l'appel,Question non posée lors de l'appel,Oui
